close,high,low,open,timestamp,volume
46627.27,46627.27,46577.61,46582.19,1640999160,0.21466000
46617.02,46623.12,46613.26,46622.09,1640999220,0.14143828
46669.13,46669.13,46638.84,46638.84,1640999280,0.26544785
46664.19,46677.43,46663.46,46663.46,1640999340,0.00366000
46713.09,46727.65,46676.83,46676.83,1640999400,0.45027912
46721.25,46732.31,46694.15,46697.18,1640999460,4.30075874
46730.5,46761.95,46716.86,46721.25,1640999520,0.13170259
46722.13,46740.22,46718.54,46718.54,1640999580,0.54126029
46763.67,46763.67,46738.36,46741.73,1640999640,0.11258951
46768.17,46768.17,46752.82,46763.67,1640999700,3.50103226
46824.29,46824.29,46768.17,46768.17,1640999760,1.56792023
46862.48,46879,46819.56,46824.29,1640999820,3.16881671
46861.78,46861.78,46829.38,46854.6,1640999880,0.11602800
46875.17,46880.48,46849.82,46870,1640999940,3.36643063
46896.17,46921.3,46878.55,46880.48,1641000000,1.62947961
46854.4,46907.82,46854.4,46907.82,1641000060,0.14429611
46811.28,46863.29,46811.28,46863.29,1641000120,0.31111481
46859.39,46876.87,46828.65,46828.65,1641000180,0.35316698
46853.65,46853.65,46793.38,46847.7,1641000240,0.12226773
46821.83,46857.14,46821.83,46857.14,1641000300,0.01989273
46788.96,46801.78,46776.25,46797.62,1641000360,0.00993192
46798.44,46849.09,46798.44,46806.82,1641000420,2.26299562
46783.71,46801.72,46783.71,46801.72,1641000480,0.00805844
46803.08,46806.71,46799.39,46799.39,1641000540,0.02856000
46820.33,46831.59,46801.23,46803.11,1641000600,0.14518307
46813.54,46831.97,46813.54,46831.97,1641000660,0.02004000
46842.62,46842.62,46810.39,46810.39,1641000720,0.02766000
46847.09,46861.98,46847.09,46861.98,1641000780,0.00525000
46850.41,46850.41,46831,46841.74,1641000840,1.04678203
46849.77,46861.23,46836.55,46849.3,1641000900,0.01194247
46871.05,46885.17,46852.03,46852.03,1641000960,0.08224465
46843.92,46871.05,46843.92,46871.05,1641001020,0.17426456
46797.09,46833.82,46796.53,46833.5,1641001080,3.72345819
46790.33,46793.96,46749.35,46786.32,1641001140,0.43632364
46781.08,46781.08,46758.88,46775.68,1641001200,0.01511540
46736.83,46792.65,46736.83,46792.65,1641001260,0.02161000
46745.36,46779.06,46745.36,46762.2,1641001320,1.34443171
46774.11,46774.11,46774.02,46774.02,1641001380,0.00647000
46791.5,46791.5,46771.77,46772.65,1641001440,0.01751000
46778.49,46778.75,46759.26,46778.75,1641001500,0.09391156
46750.79,46776.51,46736.11,46776.51,1641001560,0.04302000
46735.76,46754.25,46728.83,46740.43,1641001620,0.20735096
46764.15,46764.15,46732.83,46742.84,1641001680,0.09966000
46779.23,46784.29,46748.49,46748.49,1641001740,0.04099789
46780.3,46787.75,46777.45,46783.46,1641001800,0.02232536
46835.48,46835.48,46794.48,46797.32,1641001860,0.25084753
46807.97,46869.69,46783.34,46861.36,1641001920,0.21662345
46792.83,46820.97,46774.7,46807.97,1641001980,1.04550000
46801.92,46829.56,46777.88,46777.88,1641002040,0.13406096
46797.5,46827.13,46777.04,46810.59,1641002100,0.13573042
46789.96,46789.96,46779.36,46781.26,1641002160,0.01600000
46769.93,46806.68,46769.93,46785.74,1641002220,1.33621262
46786.97,46807.01,46753.81,46776.36,1641002280,0.15309571
46773.08,46810.05,46768.84,46786.97,1641002340,0.43877850
46805.11,46817.85,46768.85,46768.85,1641002400,0.06027001
46785.09,46804.44,46769.06,46798.54,1641002460,0.29499472
46814.84,46815.81,46811.12,46811.12,1641002520,0.01054000
46833.5,46833.67,46816.39,46816.39,1641002580,0.07284030
46821.85,46821.85,46821.85,46821.85,1641002640,0.01132500
46818.21,46827.03,46818.21,46827.03,1641002700,0.09757000
46828.77,46838.9,46807.85,46813.91,1641002760,0.08677254
46841.54,46866.93,46828.77,46828.77,1641002820,0.06514234
46858.51,46861.19,46835.59,46840.82,1641002880,2.45042971
46839.56,46845.98,46818.08,46845.2,1641002940,0.23577372
46822.15,46822.15,46801.46,46801.46,1641003000,0.01931400
46837.84,46842.09,46817.94,46833.9,1641003060,0.30204702
46844.03,46858.3,46822.8,46842.45,1641003120,0.73838483
46843.43,46867.78,46835.63,46842.33,1641003180,1.53383848
46842.04,46861.32,46830.98,46861.32,1641003240,0.01484000
46887.73,46928.9,46847.55,46854.7,1641003300,0.21285822
46889.23,46903.42,46882.82,46892.64,1641003360,0.02242543
46890.71,46918.86,46890.71,46898.44,1641003420,0.23507000
46886.38,46911.74,46886.38,46902.19,1641003480,1.71971000
46907.87,46927.99,46907.87,46916.88,1641003540,0.03142985
46904.81,46923.24,46904.81,46915.68,1641003600,0.18468000
46896.88,46917.07,46883.69,46904.81,1641003660,0.17865883
46868.2,46897.42,46846.78,46897.42,1641003720,0.02936217
46875.52,46882.02,46854.59,46877.34,1641003780,0.02646000
46845.39,46887.83,46845.39,46861.2,1641003840,0.27737000
46828.47,46856.78,46824.75,46831.99,1641003900,2.17527261
46851.1,46857.54,46851.1,46857.54,1641003960,0.03611113
46850.3,46861.69,46835.93,46851.59,1641004020,3.08557890
46867.61,46874.15,46853.95,46863.67,1641004080,1.89232518
46828.37,46867.61,46828.37,46867.61,1641004140,2.35400000
46812.97,46834.88,46812.58,46819.92,1641004200,0.01549000
46791.42,46832.09,46786.56,46813.22,1641004260,4.40514365
46781.18,46823.08,46776.5,46796.3,1641004320,0.12550000
46792.99,46817.2,46777.8,46781.18,1641004380,0.04041000
46771.29,46786.56,46771.29,46781.39,1641004440,1.05697000
46787.08,46800.78,46775.98,46800.78,1641004500,0.53244000
46759.87,46800.78,46728.67,46800.78,1641004560,0.74256438
46725.67,46764.55,46719.22,46760.3,1641004620,0.07464770
46734.46,46747.05,46725.67,46736.42,1641004680,0.21842000
46741.51,46764.73,46734.46,46734.46,1641004740,2.02238000
46753.27,46770.7,46741.54,46744.39,1641004800,0.90171000
46770.88,46795.93,46770.88,46785.45,1641004860,0.51243000
46766.63,46791.27,46766.25,46776.42,1641004920,0.80148000
46809.56,46815.35,46801.15,46801.15,1641004980,3.20974009
46776.31,46793.73,46776.31,46793.18,1641005040,0.03907000
46791,46791,46791,46791,1641005100,0.50000000
46796.1,46797.54,46789.65,46789.65,1641005160,0.25928177
46812.75,46840.19,46807.54,46813,1641005220,1.55920561
46820.67,46826.08,46799.69,46816.74,1641005280,0.51180451
46805.21,46813.68,46805.21,46813.68,1641005340,0.11537000
46768.86,46808.23,46764.14,46808.23,1641005400,0.01404000
46812.76,46812.76,46793.85,46793.85,1641005460,0.02300000
46823.76,46833.87,46813.66,46828.03,1641005520,0.14135147
46818.89,46832.17,46802.56,46814.15,1641005580,0.07721000
46829.45,46833.87,46818.89,46818.89,1641005640,0.04212000
46852.95,46852.95,46833.87,46833.87,1641005700,0.08473000
46850.85,46850.85,46834.56,46834.56,1641005760,0.01198823
46779.9,46842.72,46779.9,46842.72,1641005820,0.07910329
46812.59,46812.59,46774.13,46774.13,1641005880,3.45921290
46808.1,46814,46804.07,46804.07,1641005940,0.06278700
46823.52,46823.52,46800.72,46818.05,1641006000,0.27346708
46813.11,46825.7,46807.94,46825.7,1641006060,0.05144905
46789.35,46812.66,46789.35,46812.61,1641006120,0.19069000
46777.86,46777.86,46768.8,46771.9,1641006180,0.10847807
46776.8,46776.8,46776.8,46776.8,1641006240,0.00050000
46795.64,46795.64,46795.64,46795.64,1641006300,0.01080000
46801.83,46801.83,46789.44,46789.44,1641006360,0.00934978
46804.85,46813.53,46801.83,46801.83,1641006420,0.04840646
46813.13,46813.13,46804.85,46804.85,1641006480,0.00973000
46813.53,46813.53,46813.53,46813.53,1641006540,0.02519000
46835.07,46853.32,46825.23,46825.23,1641006600,0.25379840
46825.35,46842.72,46825.35,46842.72,1641006660,0.01398200
46825.04,46825.04,46809.42,46811.85,1641006720,0.01348000
46826.2,46830.45,46814.25,46830.45,1641006780,0.22600000
46816.09,46838.8,46816.09,46816.43,1641006840,1.11924275
46811.32,46811.32,46811.32,46811.32,1641006900,0.02600000
46894.35,46894.35,46851.1,46851.1,1641006960,0.64282088
46881.41,46894.43,46881.41,46892.67,1641007020,0.20836739
46881.4,46893.02,46874.79,46881.4,1641007080,0.30783595
46901.38,46901.38,46894.43,46894.43,1641007140,0.00636000
46877.2,46883.94,46877.2,46883.94,1641007200,0.00092558
46866.57,46868.3,46866.57,46868.3,1641007260,0.00671000
46846.97,46869.88,46846.97,46869.88,1641007320,0.00551000
46838.39,46845.45,46830.11,46845.45,1641007380,0.29945154
46806.49,46809.86,46783.78,46809.86,1641007440,0.26390219
46810.47,46810.47,46805.74,46805.74,1641007500,0.02875000
46804.72,46812.3,46804.72,46812.3,1641007560,0.00585000
46807.97,46807.97,46807.97,46807.97,1641007620,0.00125000
46838.42,46838.42,46830.53,46830.53,1641007680,0.00246000
46819.19,46850.74,46819.01,46846.7,1641007740,1.80262493
46851.68,46851.68,46824.45,46824.45,1641007800,0.00418000
46824.87,46825.62,46823.04,46825.62,1641007860,0.00805000
46811.53,46811.53,46809.37,46809.37,1641007920,0.00236000
46869.88,46869.88,46811.1,46811.1,1641007980,0.22068000
46861.15,46861.15,46857.16,46857.16,1641008040,0.00252000
46859.9,46859.9,46839.45,46839.96,1641008100,0.00881761
46859.9,46859.9,46859.9,46859.9,1641008160,0.00000000
46859.85,46859.85,46859.85,46859.85,1641008220,0.01518000
46841.83,46855.85,46840.41,46847.23,1641008280,0.10004000
46856.06,46859.88,46841.83,46841.83,1641008340,0.12381000
46851.23,46851.23,46844.9,46844.9,1641008400,0.07446000
46867.37,46868.1,46853.96,46853.96,1641008460,0.49563671
46876.08,46885.17,46876.08,46880.43,1641008520,0.02944555
46895.9,46895.9,46867.69,46867.69,1641008580,0.27421155
46880.95,46904.54,46877.31,46904.54,1641008640,2.09353369
46879.23,46892.55,46877.82,46892.55,1641008700,0.08284000
46900.5,46900.5,46895.65,46895.65,1641008760,0.00436000
46873.74,46893.33,46873,46893.33,1641008820,1.01055542
46874.75,46874.75,46858.77,46858.77,1641008880,0.03454000
46835.55,46869.9,46835.28,46868.02,1641008940,1.13312473
46835.55,46835.55,46835.55,46835.55,1641009000,0.00000000
46818.39,46818.39,46816.94,46816.94,1641009060,0.00251000
46806,46824.09,46806,46824.09,1641009120,1.00411000
46860.27,46860.27,46835.3,46835.3,1641009180,0.00183000
46874.18,46875.43,46853.29,46857.95,1641009240,0.27119247
46864.54,46872.11,46852.98,46853,1641009300,1.11760265
46849.29,46863.77,46849.29,46863.77,1641009360,0.00247000
46818.58,46845,46818.58,46845,1641009420,1.15551695
46818.58,46818.58,46818.58,46818.58,1641009480,0.00000000
46814.16,46814.16,46806.22,46806.22,1641009540,0.05755000
46840.03,46840.03,46814.16,46814.16,1641009600,1.39488301
46852.55,46852.55,46842.76,46842.76,1641009660,0.04575822
46847.81,46851.54,46847.81,46850.65,1641009720,0.26264887
46850.15,46850.15,46843.06,46843.06,1641009780,0.03295000
46852.55,46852.55,46850.15,46850.15,1641009840,0.00667000
46875.43,46875.43,46875.43,46875.43,1641009900,0.00860985
46834,46877.85,46834,46877.85,1641009960,2.03146576
46858.66,46858.66,46848.99,46853.28,1641010020,0.01068864
46852.25,46866.89,46841,46866.89,1641010080,1.04906000
46839.06,46857.57,46839.06,46852.25,1641010140,0.05122869
46844.41,46844.55,46825.46,46844,1641010200,0.04933118
46844.41,46844.41,46844.41,46844.41,1641010260,0.00000000
46800.8,46835.05,46800.8,46835.05,1641010320,2.02210520
46774.63,46825.31,46774.63,46801.65,1641010380,0.24340468
46642.47,46754.48,46642.47,46754.48,1641010440,2.83835348
46667.41,46694.5,46562.27,46634.56,1641010500,54.55344882
46672.39,46700,46636.44,46695.9,1641010560,1.33688318
46656.6,46681.4,46650.03,46672.36,1641010620,0.61222580
46632.79,46646.51,46632.79,46646.51,1641010680,0.17692000
46632.8,46632.8,46632.8,46632.8,1641010740,0.00071000
46661.57,46661.57,46629.98,46629.98,1641010800,1.11487452
46643.02,46679.2,46643.02,46673.2,1641010860,3.12782324
46685.69,46690.9,46650.31,46650.31,1641010920,2.75363708
46666,46685.69,46651.79,46685.69,1641010980,0.29549869
46643.21,46668.35,46643.21,46664.74,1641011040,0.72867596
46670.43,46682.69,46670.43,46682.69,1641011100,0.15547827
46701.89,46701.89,46685.37,46685.37,1641011160,0.12148312
46690.9,46701.44,46688.13,46701.44,1641011220,1.22836592
46717.41,46717.41,46706.5,46711.49,1641011280,0.01579396
46707.81,46710.7,46707.81,46710.7,1641011340,0.01550000
46682.45,46707.73,46680.07,46701.44,1641011400,0.97730804
46668.7,46670.51,46668.7,46670.51,1641011460,0.30634358
46670.85,46685.5,46654.96,46677.12,1641011520,0.12945064
46685.5,46685.5,46685.5,46685.5,1641011580,0.01197000
46668.7,46685.5,46668.7,46685.5,1641011640,0.09436398
46647.48,46661.79,46635.9,46652.2,1641011700,0.01735787
46658.4,46659.88,46644.23,46651.31,1641011760,0.22498000
46658.4,46658.4,46658.4,46658.4,1641011820,0.00000000
46661.08,46666.47,46661.08,46661.81,1641011880,0.09202337
46698.28,46698.28,46673.5,46673.5,1641011940,0.26016467
46704.24,46704.24,46668.35,46675.65,1641012000,0.23507535
46730.82,46730.82,46696.56,46702.12,1641012060,0.19844608
46744.6,46744.6,46744.6,46744.6,1641012120,0.00091000
46745.05,46745.05,46728.98,46729.83,1641012180,0.24563929
46720.9,46744.23,46720.9,46744.23,1641012240,0.32323771
46777.31,46778.3,46739.46,46739.46,1641012300,1.68006374
46767.17,46788.48,46752.33,46777.37,1641012360,1.99556583
46771.32,46787.72,46770.06,46770.06,1641012420,0.53491549
46751.15,46773.3,46751.15,46771.32,1641012480,0.03244684
46801.12,46801.12,46774.02,46774.02,1641012540,0.00237000
46799.71,46825.06,46799.71,46824.29,1641012600,0.21301116
46825.08,46825.08,46805.13,46805.13,1641012660,0.00444000
46807.77,46807.77,46807.77,46807.77,1641012720,0.00267331
46801.3,46817.65,46795.61,46812.62,1641012780,1.19076338
46789.19,46817.64,46789.19,46817.64,1641012840,0.11426514
46771.4,46772.76,46767.07,46767.07,1641012900,0.05435613
46759.28,46771.39,46759.28,46771.39,1641012960,0.01447000
46709.34,46759.28,46709.34,46759.28,1641013020,0.00838000
46709.34,46709.34,46709.34,46709.34,1641013080,0.00000000
46706.13,46726.27,46701.01,46726.27,1641013140,0.02806253
46708.11,46708.11,46700.21,46700.21,1641013200,0.19822144
46729.82,46746.96,46711.09,46733.14,1641013260,0.53680155
46729.82,46729.82,46729.82,46729.82,1641013320,0.00000000
46691,46720.38,46691,46720.38,1641013380,0.02870000
46702.59,46702.59,46702.59,46702.59,1641013440,0.00144000
46682.87,46682.88,46682.87,46682.88,1641013500,0.00378096
46680.57,46680.57,46680.18,46680.18,1641013560,0.00716000
46676.75,46676.75,46676.75,46676.75,1641013620,0.00050000
46687.91,46702.27,46687.91,46697.58,1641013680,0.09744000
46678.39,46687.91,46678.39,46687.91,1641013740,0.02000000
46692.63,46698.25,46692.63,46698.25,1641013800,0.00371000
46700.98,46700.98,46700.98,46700.98,1641013860,0.00619000
46694.35,46725.16,46694.35,46721.02,1641013920,0.08925900
46742.2,46742.2,46722.69,46723.12,1641013980,0.00985829
46751.11,46770.95,46740.44,46758.55,1641014040,0.09671450
46772.56,46780.09,46767.25,46780.09,1641014100,0.01231000
46781.25,46781.25,46761.2,46761.2,1641014160,1.18192199
46806.76,46806.76,46788.38,46790.53,1641014220,0.00708827
46824.97,46825.28,46809.16,46824.29,1641014280,0.09794350
46815.95,46815.95,46815.95,46815.95,1641014340,0.00051000
46888.54,46888.54,46844.37,46844.98,1641014400,0.00942000
46888.54,46888.54,46886.19,46886.19,1641014460,0.00855985
47043.55,47079,46911.99,46911.99,1641014520,10.01247852
47183.44,47239,47096.58,47096.58,1641014580,9.84308247
47427.03,47429.93,47202.12,47210.99,1641014640,12.13661799
47357.19,47438.86,47351.22,47438.86,1641014700,0.73689782
47417.02,47417.02,47352.75,47370.16,1641014760,1.25905920
47463.42,47479,47396.4,47396.4,1641014820,7.18001119
47364.08,47441.68,47364.08,47424.98,1641014880,0.95958015
47389.69,47389.71,47372.21,47383.6,1641014940,0.36409847
47480.41,47548.93,47399.65,47399.65,1641015000,6.88848693
47442.24,47505.3,47431.02,47496.41,1641015060,3.79158069
47468.7,47488.74,47444.11,47444.11,1641015120,0.41929145
47499.82,47505.15,47475.2,47479.88,1641015180,1.87826500
47474.4,47516.28,47474.4,47498.71,1641015240,3.73829499
47503.53,47503.53,47473.65,47474.4,1641015300,3.92815163
47508.93,47508.93,47499.6,47506.74,1641015360,0.60397400
47474.18,47521.65,47474.18,47492.34,1641015420,1.12275033
47479.51,47479.51,47479.51,47479.51,1641015480,0.00147600
47474.08,47483.26,47459.12,47459.12,1641015540,0.26576187
47466.91,47466.91,47464.66,47464.66,1641015600,0.00622143
47343.74,47442.41,47343.74,47442.41,1641015660,0.69273098
47256.5,47319.86,47256.5,47319.86,1641015720,0.00520000
47295.59,47296.26,47257.81,47257.81,1641015780,0.11014000
47311.68,47341.96,47311.68,47317.38,1641015840,0.00227000
47216.55,47287.77,47214.27,47287.77,1641015900,0.01503893
47237.98,47237.98,47233.38,47233.38,1641015960,0.89741433
47214.81,47249.59,47214.81,47249.59,1641016020,0.13392827
47189.26,47204.28,47189.26,47204.28,1641016080,0.10651717
47236.97,47263.4,47202.41,47202.41,1641016140,0.23396000
47189.4,47227.22,47189.4,47227.22,1641016200,0.05467777
47215.14,47215.14,47208.07,47208.98,1641016260,0.10305022
47270.85,47275.7,47215.48,47215.48,1641016320,0.22961078
47279.46,47279.46,47265.48,47265.48,1641016380,0.11883000
47264.39,47296.37,47264.39,47279.45,1641016440,0.07954278
47256.79,47300.39,47256.79,47275.85,1641016500,0.26869050
47173.15,47259.59,47160,47259.59,1641016560,0.05194732
47188.59,47188.59,47151.78,47151.78,1641016620,0.00659000
47191.15,47192.49,47186.27,47188.59,1641016680,0.02895000
47214.92,47214.92,47206.38,47206.38,1641016740,0.00286000
47212.63,47246.4,47212.63,47224.84,1641016800,0.33214254
47178.58,47180.36,47178.58,47180.36,1641016860,0.07412194
47188.86,47193.39,47179.7,47189.4,1641016920,1.99786968
47153.65,47159.31,47150.7,47159.31,1641016980,0.79431182
47120,47156.88,47120,47156.88,1641017040,1.14855550
47126.71,47126.71,47126.67,47126.67,1641017100,0.02365000
47194.16,47194.16,47150.81,47156,1641017160,0.17809237
47164.97,47180.78,47164.97,47180.78,1641017220,0.24562000
47206.77,47206.77,47185.4,47185.4,1641017280,0.04183986
47292.49,47292.49,47236.28,47236.28,1641017340,0.25853378
47269.49,47278.26,47260.72,47260.72,1641017400,0.53395754
47292.47,47292.47,47292.47,47292.47,1641017460,0.00565000
47286.48,47286.48,47286.48,47286.48,1641017520,0.00102000
47314.24,47314.24,47300.66,47300.66,1641017580,0.04618149
47308.46,47327.29,47308.46,47327.29,1641017640,0.00459000
47273.71,47297.75,47254.49,47297.75,1641017700,0.00600762
47246.02,47273.99,47246.02,47272.73,1641017760,0.01556000
47229.92,47266.53,47229.4,47257.02,1641017820,0.62646761
47226.34,47226.34,47226.34,47226.34,1641017880,0.00244000
47201.71,47201.71,47201.71,47201.71,1641017940,0.00177000
47227.74,47229.96,47207.6,47207.6,1641018000,0.00795000
47215.03,47215.03,47215.03,47215.03,1641018060,0.00102000
47192.57,47204.31,47189.03,47204.31,1641018120,0.00665509
47184.34,47185.39,47184.34,47185.39,1641018180,0.00255000
47204.69,47204.69,47171.85,47184.34,1641018240,0.03618000
47146.8,47169.88,47145.4,47169.88,1641018300,0.07071658
47140.29,47156.91,47140.29,47156.91,1641018360,0.00548000
47166.57,47166.57,47140.6,47140.6,1641018420,0.00100000
47163.53,47172.08,47130.89,47172.08,1641018480,0.19496931
47137.62,47137.62,47118.56,47130.89,1641018540,0.15151660
47135.99,47140.74,47135.99,47140.74,1641018600,0.01803000
47135.99,47135.99,47135.99,47135.99,1641018660,0.00000000
47132.46,47137.04,47127.8,47137.04,1641018720,0.15797576
47131.16,47131.16,47124.28,47125.87,1641018780,0.07159558
47178.77,47178.77,47142.9,47142.9,1641018840,0.03438156
47177.82,47177.82,47145.41,47145.41,1641018900,0.00309000
47194.03,47194.03,47190.27,47190.27,1641018960,0.00123000
47162.55,47169.58,47162.41,47169.58,1641019020,0.00433000
47155.08,47155.08,47155.08,47155.08,1641019080,0.00197000
47158.73,47158.73,47130.42,47130.42,1641019140,0.00423000
47170.14,47170.14,47145.89,47146.14,1641019200,0.01646700
47175.23,47175.23,47170.14,47170.14,1641019260,0.01208900
47175.23,47175.23,47175.23,47175.23,1641019320,0.00000000
47179.97,47179.97,47179.97,47179.97,1641019380,0.01021000
47168.63,47191.25,47154.8,47191.25,1641019440,0.00702112
47180.49,47180.49,47139.08,47167.43,1641019500,0.20172830
47185.39,47219.04,47185.39,47219.04,1641019560,0.47670080
47085.71,47193.15,47060,47193.15,1641019620,1.42092317
47073.82,47079.05,47054.35,47074.59,1641019680,2.05195118
47088.59,47088.59,47076.06,47087.93,1641019740,0.29682831
47048.85,47054.94,47048.85,47054.94,1641019800,0.00357000
47059.72,47059.72,47053.12,47053.12,1641019860,0.00458000
47087.53,47087.53,47070.29,47070.29,1641019920,0.04660860
47067.42,47087.53,47039.08,47087.53,1641019980,0.19912223
47059.59,47059.59,47059.59,47059.59,1641020040,0.00053000
47059.59,47059.59,47059.59,47059.59,1641020100,0.00000000
47072.73,47072.73,47072.73,47072.73,1641020160,0.00050000
47104.96,47104.96,47089.91,47089.91,1641020220,0.25522308
47088.08,47088.08,47080.94,47080.94,1641020280,0.01050000
46984.84,47067.67,46960,47066.54,1641020340,1.39035691
46999.46,46999.46,46978.77,46978.77,1641020400,0.00169408
46950.58,46987.75,46936.74,46987.75,1641020460,3.98236000
46977.37,46982,46948.62,46968.56,1641020520,0.16466419
46997.26,47015.07,46981.68,46981.68,1641020580,1.17671660
47055.56,47055.56,46992.45,46992.45,1641020640,0.46668158
47028.83,47047.36,47028.83,47047.36,1641020700,0.00942425
47036.47,47036.47,47035.43,47035.43,1641020760,0.10684058
47026.8,47053.56,47026.8,47053.56,1641020820,0.00368000
46952.4,47002.78,46901.24,47002.78,1641020880,2.00991419
46963.36,46963.36,46944.72,46944.72,1641020940,0.00359000
46975,46975,46957.29,46957.29,1641021000,0.01552000
46968.92,46981.73,46968.92,46973,1641021060,0.02393000
46973.78,46973.78,46973.78,46973.78,1641021120,0.00128000
46960.33,46977.43,46957.76,46977.43,1641021180,0.15380437
46975.71,46975.71,46967.78,46967.78,1641021240,0.00616102
46995.38,46996.12,46981.33,46981.33,1641021300,0.15369442
47013.73,47013.73,46997.77,47002.94,1641021360,0.66727440
47002.94,47021.17,47002.94,47012.65,1641021420,0.51661971
47027.15,47035.4,47025.66,47025.66,1641021480,0.10171139
47031.99,47044.92,46999.4,47039.4,1641021540,0.15115000
47052.96,47061.61,47048.39,47048.39,1641021600,0.01002695
47055.43,47055.43,47029,47036.27,1641021660,0.07073000
46990.99,47014.93,46985.39,47014.93,1641021720,0.29568432
46973.97,46992.62,46973.97,46992.62,1641021780,0.00305000
46992.76,46992.76,46973.97,46973.97,1641021840,0.00843152
46996.59,46996.59,46995.36,46995.36,1641021900,0.00651000
46975.26,46975.26,46975.26,46975.26,1641021960,0.00050000
46991.64,46991.64,46988.91,46988.91,1641022020,0.00073000
46957.14,46981.26,46955.56,46981.26,1641022080,0.65461779
46949.18,46958.62,46949.18,46958.62,1641022140,0.00924409
46997.61,46997.61,46966.95,46966.95,1641022200,0.00577800
46997.61,46997.61,46997.61,46997.61,1641022260,0.00000000
46978.06,46978.45,46977.55,46977.55,1641022320,0.00368000
