Date,High,Low,Open,Close,Volume,Adj Close
2020-12-31,277.0899963378906,269.80999755859375,272.0,273.1600036621094,12900400,273.1600036621094
2021-01-04,275.0,265.20001220703125,274.7799987792969,268.94000244140625,15106100,268.94000244140625
2021-01-05,272.3999938964844,268.2099914550781,268.2900085449219,270.9700012207031,9871600,270.9700012207031
2021-01-06,267.75,260.010009765625,262.0,263.30999755859375,24354100,263.30999755859375
2021-01-07,271.6099853515625,264.7799987792969,265.8999938964844,268.739990234375,15789800,268.739990234375
2021-01-08,268.95001220703125,263.17999267578125,268.30999755859375,267.57000732421875,18528300,267.57000732421875
2021-01-11,263.4700012207031,255.89999389648438,260.4800109863281,256.8399963378906,30412300,256.8399963378906
2021-01-12,259.7200012207031,250.3000030517578,256.6300048828125,251.08999633789062,26383500,251.08999633789062
2021-01-13,253.9499969482422,249.1999969482422,251.5500030517578,251.63999938964844,19528900,251.63999938964844
2021-01-14,255.02999877929688,244.61000061035156,253.39999389648438,245.63999938964844,29739400,245.63999938964844
2021-01-15,253.86000061035156,247.16000366210938,247.89999389648438,251.36000061035156,24942900,251.36000061035156
2021-01-19,262.20001220703125,252.72000122070312,256.8999938964844,261.1000061035156,28028500,261.1000061035156
2021-01-20,270.32000732421875,263.6000061035156,268.92999267578125,267.4800109863281,25199900,267.4800109863281
2021-01-21,273.6000061035156,267.489990234375,269.260009765625,272.8699951171875,20838700,272.8699951171875
2021-01-22,278.4700012207031,272.0,272.010009765625,274.5,21954000,274.5
2021-01-25,280.1000061035156,271.510009765625,278.1400146484375,278.010009765625,19087000,278.010009765625
2021-01-26,285.3900146484375,277.80999755859375,278.1400146484375,282.04998779296875,19373600,282.04998779296875
2021-01-27,283.45001220703125,268.1199951171875,282.5299987792969,272.1400146484375,35346200,272.1400146484375
2021-01-28,286.7900085449219,264.70001220703125,277.17999267578125,265.0,37758800,265.0
2021-01-29,266.55999755859375,254.85000610351562,265.29998779296875,258.3299865722656,30389500,258.3299865722656
2021-02-01,264.1700134277344,254.91000366210938,259.5199890136719,262.010009765625,22914300,262.010009765625
2021-02-02,268.8500061035156,263.2699890136719,264.0,267.0799865722656,17320800,267.0799865722656
2021-02-03,269.20001220703125,263.8399963378906,265.6199951171875,266.6499938964844,14223400,266.6499938964844
2021-02-04,268.1600036621094,264.0,267.010009765625,266.489990234375,16060000,266.489990234375
2021-02-05,269.1700134277344,265.6700134277344,266.79998779296875,268.1000061035156,12454400,268.1000061035156
2021-02-08,269.8599853515625,265.0,268.75,266.5799865722656,13755200,266.5799865722656
2021-02-09,273.3900146484375,265.75,266.44000244140625,269.45001220703125,14613400,269.45001220703125
2021-02-10,273.79998779296875,267.7200012207031,272.45001220703125,271.8699951171875,14687200,271.8699951171875
2021-02-11,273.5799865722656,268.489990234375,271.8900146484375,270.3900146484375,12828600,270.3900146484375
2021-02-12,271.17999267578125,268.3399963378906,270.5199890136719,270.5,9097600,270.5
2021-02-16,276.6000061035156,270.04998779296875,270.79998779296875,273.9700012207031,15417200,273.9700012207031
2021-02-17,273.9700012207031,269.5799865722656,271.239990234375,273.57000732421875,12763200,273.57000732421875
2021-02-18,271.95001220703125,266.0299987792969,269.57000732421875,269.3900146484375,15249100,269.3900146484375
2021-02-19,270.2699890136719,260.1499938964844,269.8599853515625,261.55999755859375,25622600,261.55999755859375
2021-02-22,263.07000732421875,257.5299987792969,257.95001220703125,260.3299865722656,17434900,260.3299865722656
2021-02-23,267.4599914550781,254.9600067138672,259.5,265.8599853515625,21924600,265.8599853515625
2021-02-24,266.3800048828125,258.3900146484375,262.3299865722656,264.30999755859375,15736100,264.30999755859375
2021-02-25,266.94000244140625,254.0399932861328,262.29998779296875,254.69000244140625,19053100,254.69000244140625
2021-02-26,265.54998779296875,256.4700012207031,256.4700012207031,257.6199951171875,26619500,257.6199951171875
2021-03-01,266.6499938964844,257.8999938964844,260.82000732421875,264.9100036621094,22157300,264.9100036621094
2021-03-02,266.7099914550781,258.6499938964844,265.7799987792969,259.0,15191700,259.0
2021-03-03,260.989990234375,255.10000610351562,260.2900085449219,255.41000366210938,15513500,255.41000366210938
2021-03-04,266.489990234375,253.5,256.4700012207031,257.6400146484375,31626500,257.6400146484375
